ID,Hours Worked,Deliveries Completed,Weekly Salary,Route Complexity,Weather Condition,Vehicle Type,Traffic Level,Day of the Week,CUSTOMER_SATISFACTION,AVERAGE_SPEED,Miles Driven,FUEL_CONSUMPTION
4550,33,8,1830,Highway,Sunny,Truck,Low,Weekday,73,60.44,1994.64,287.01
4551,55,17,2320,Suburban,Snowy,Truck,Medium,Weekday,81,33.06,1818.29,323.81
4552,56,17,2376,Urban,Sunny,Truck,High,Weekend,79,23.18,1298.04,244.41
4553,43,13,2231,Urban,Rainy,Truck,Medium,Weekday,68,26.1,1122.42,227.76
4554,51,11,1890,Urban,Rainy,Truck,High,Weekday,69,20.75,1058.37,213.97
4555,40,17,2410,Highway,Rainy,Truck,Medium,Weekday,60,49.14,1965.6,296.26
4556,56,13,2099,Suburban,Rainy,Truck,Medium,Weekday,87,36.56,2047.61,349.6
4557,39,6,1740,Suburban,Sunny,Truck,High,Weekday,81,35.88,1399.27,223.4
4558,48,16,2345,Urban,Snowy,Truck,Medium,Weekday,79,21.81,1047.12,176.71
4559,47,17,2410,Highway,Sunny,Truck,Low,Weekend,72,59.9,2815.36,397.96
4560,35,11,1896,Suburban,Sunny,Truck,Medium,Weekend,70,43.94,1537.87,259.33
4561,56,20,2454,Urban,Sunny,Truck,Medium,Weekday,83,29.15,1632.16,309.82
4562,58,24,2642,Urban,Sunny,Truck,Medium,Weekday,99,30.55,1772.18,322.69
4563,44,15,2336,Urban,Sunny,Truck,Medium,Weekday,88,31.08,1367.63,275.79
4564,50,28,2829,Suburban,Rainy,Truck,Medium,Weekday,88,37.25,1862.32,282.8
4565,59,13,2108,Highway,Sunny,Truck,Medium,Weekday,94,58.34,3441.96,475.74
4566,39,18,2308,Suburban,Sunny,Truck,Medium,Weekday,85,44.49,1735.3,266.66
4567,34,18,2367,Suburban,Rainy,Truck,Medium,Weekday,67,37.0,1257.92,203.07
4568,55,22,2669,Urban,Rainy,Truck,High,Weekend,60,21.31,1172.13,216.93
4569,58,12,2007,Urban,Sunny,Truck,High,Weekend,60,23.38,1356.3,241.2
4570,34,10,2038,Highway,Rainy,Truck,Medium,Weekday,70,48.93,1663.48,261.76
4571,39,14,2179,Highway,Sunny,Truck,Medium,Weekend,81,60.34,2353.31,333.1
4572,57,13,2179,Highway,Sunny,Truck,Medium,Weekday,83,60.23,3432.87,561.14
4573,34,17,2272,Highway,Sunny,Truck,Low,Weekday,92,63.83,2170.26,310.01
4574,32,15,2340,Urban,Rainy,Truck,Medium,Weekday,77,26.69,854.08,147.33
4575,52,25,2671,Highway,Sunny,Truck,Medium,Weekday,75,58.94,3064.93,497.18
4576,35,8,1988,Urban,Sunny,Truck,Medium,Weekday,74,29.58,1035.25,192.54
4577,33,12,2117,Urban,Rainy,Truck,Medium,Weekend,87,25.08,827.79,142.16
4578,47,17,2375,Urban,Rainy,Truck,Low,Weekend,66,27.12,1274.61,216.18
4579,57,30,3059,Suburban,Sunny,Truck,Medium,Weekday,72,45.47,2591.69,406.63
4580,38,8,1808,Urban,Sunny,Truck,Medium,Weekday,78,30.09,1143.28,194.56
4581,46,7,1841,Highway,Rainy,Truck,Medium,Weekend,70,50.31,2314.17,322.45
4582,58,16,2240,Highway,Rainy,Truck,High,Weekend,88,40.5,2349.28,324.79
4583,42,10,2098,Suburban,Sunny,Truck,Low,Weekday,81,48.63,2042.55,346.42
4584,56,18,2323,Urban,Sunny,Truck,Medium,Weekend,87,30.33,1698.35,328.51
4585,44,24,2751,Suburban,Rainy,Truck,Medium,Weekday,91,39.08,1719.4,279.15
4586,59,21,2538,Suburban,Rainy,Truck,Medium,Weekday,76,37.4,2206.36,392.13
4587,49,20,2514,Highway,Rainy,Truck,Low,Weekend,64,55.75,2731.92,409.26
4588,46,9,1918,Urban,Rainy,Truck,Low,Weekday,59,25.53,1174.4,214.09
4589,42,11,1987,Urban,Sunny,Truck,Medium,Weekday,70,30.29,1272.06,221.96
4590,45,7,1789,Highway,Rainy,Truck,High,Weekday,85,42.07,1893.35,295.03
4591,51,12,2123,Highway,Sunny,Truck,High,Weekday,83,49.76,2537.67,376.82
4592,33,14,2126,Urban,Sunny,Truck,High,Weekday,82,23.57,777.71,133.27
4593,34,8,1871,Suburban,Snowy,Truck,Medium,Weekday,64,33.61,1142.88,193.51
4594,34,15,2169,Urban,Snowy,Truck,Medium,Weekday,88,21.45,729.42,133.17
4595,38,14,2133,Urban,Rainy,Truck,Low,Weekday,85,27.55,1046.93,183.34
4596,46,26,2810,Highway,Sunny,Truck,Medium,Weekday,78,57.75,2656.38,423.7
4597,42,10,1941,Urban,Rainy,Truck,Medium,Weekday,64,25.32,1063.3,213.87
4598,31,8,1935,Suburban,Rainy,Truck,Medium,Weekday,70,40.13,1243.95,200.05
4599,42,8,1865,Urban,Sunny,Truck,Medium,Weekday,94,31.25,1312.63,249.54
4600,51,19,2370,Suburban,Rainy,Truck,Medium,Weekday,74,37.6,1917.59,327.35
4601,50,15,2228,Urban,Sunny,Truck,Medium,Weekday,73,29.17,1458.58,248.71
4602,56,30,2969,Suburban,Sunny,Truck,Medium,Weekday,79,43.88,2457.43,417.26
4603,52,17,2253,Highway,Rainy,Truck,Medium,Weekend,84,51.94,2701.01,375.2
4604,48,21,2516,Suburban,Snowy,Truck,Medium,Weekday,74,34.51,1656.58,299.69
4605,32,10,1998,Suburban,Rainy,Truck,Low,Weekend,74,39.02,1248.76,214.88
4606,39,7,1678,Suburban,Rainy,Truck,High,Weekday,75,29.8,1162.37,186.53
4607,31,8,1843,Highway,Sunny,Truck,High,Weekday,65,47.15,1461.72,239.38
4608,42,25,2722,Urban,Sunny,Truck,Medium,Weekday,97,29.8,1251.58,237.13
4609,48,25,2684,Urban,Sunny,Truck,Medium,Weekday,71,31.25,1500.12,259.54
4610,55,30,2982,Suburban,Rainy,Truck,Medium,Weekday,66,36.44,2004.14,317.41
4611,46,19,2493,Urban,Sunny,Truck,High,Weekday,68,24.33,1119.26,216.71
4612,50,9,1898,Suburban,Sunny,Truck,Low,Weekend,85,48.96,2447.95,420.05
4613,43,9,1834,Urban,Snowy,Truck,High,Weekday,78,18.4,791.29,146.39
4614,41,6,1628,Urban,Sunny,Truck,Medium,Weekend,78,29.15,1195.16,211.54
4615,50,12,2112,Highway,Sunny,Truck,High,Weekday,70,47.89,2394.42,389.94
4616,41,7,1665,Highway,Sunny,Truck,High,Weekend,69,49.97,2048.74,308.71
4617,40,12,1939,Highway,Sunny,Truck,Medium,Weekend,95,57.69,2307.77,382.28
4618,36,16,2380,Highway,Sunny,Truck,Medium,Weekday,99,62.93,2265.3,350.39
4619,33,14,2225,Highway,Rainy,Truck,High,Weekday,61,39.35,1298.42,209.69
4620,48,18,2353,Suburban,Sunny,Truck,High,Weekday,61,34.71,1666.21,288.73
4621,30,17,2287,Urban,Rainy,Truck,Medium,Weekday,75,26.3,788.93,151.19
4622,57,9,1944,Suburban,Sunny,Truck,High,Weekend,86,37.18,2119.38,335.12
4623,53,8,1769,Urban,Sunny,Truck,High,Weekday,82,22.89,1213.22,235.74
4624,58,20,2519,Suburban,Rainy,Truck,High,Weekend,61,29.59,1715.93,276.92
4625,32,10,1976,Urban,Sunny,Truck,Medium,Weekday,77,31.35,1003.06,184.52
4626,42,12,2034,Highway,Sunny,Truck,Medium,Weekday,74,58.68,2464.4,351.98
4627,44,14,2144,Urban,Sunny,Truck,Medium,Weekday,96,28.54,1255.62,241.13
4628,31,9,1999,Urban,Sunny,Truck,Low,Weekday,98,30.73,952.48,160.51
4629,40,16,2267,Urban,Rainy,Truck,Medium,Weekday,77,26.1,1044.01,201.57
4630,33,9,1814,Suburban,Sunny,Truck,High,Weekday,72,37.5,1237.47,203.02
4631,48,15,2118,Suburban,Sunny,Truck,Low,Weekend,80,45.62,2189.79,355.56
4632,58,27,2806,Urban,Sunny,Truck,Medium,Weekday,73,29.17,1692.05,310.97
4633,46,16,2294,Suburban,Sunny,Truck,Medium,Weekday,73,44.74,2057.9,320.02
4634,32,9,2017,Urban,Sunny,Truck,Medium,Weekday,70,30.74,983.84,197.48
4635,57,15,2179,Highway,Sunny,Truck,Medium,Weekday,96,60.95,3474.27,516.36
4636,47,15,2319,Urban,Sunny,Truck,Medium,Weekday,76,29.48,1385.68,256.28
4637,37,14,2075,Suburban,Sunny,Truck,High,Weekday,89,34.44,1274.24,215.95
4638,51,25,2773,Urban,Sunny,Truck,Low,Weekday,95,30.72,1566.81,299.36
4639,54,25,2848,Suburban,Sunny,Truck,Medium,Weekday,95,43.74,2361.85,423.01
4640,53,15,2240,Highway,Rainy,Truck,Low,Weekday,83,50.99,2702.22,397.5
4641,55,23,2696,Suburban,Sunny,Truck,Medium,Weekday,71,47.14,2592.57,467.87
4642,48,16,2311,Suburban,Sunny,Truck,High,Weekday,62,35.12,1685.73,263.59
4643,34,10,1989,Suburban,Sunny,Truck,Low,Weekend,88,48.84,1660.56,279.68
4644,36,15,2299,Urban,Snowy,Truck,Low,Weekday,74,23.59,849.21,154.01
4645,50,19,2401,Urban,Rainy,Truck,Medium,Weekday,71,26.7,1335.22,270.07
4646,37,12,1939,Urban,Rainy,Truck,High,Weekday,69,19.69,728.35,146.82
4647,57,27,2858,Urban,Sunny,Truck,Medium,Weekday,75,28.83,1643.43,321.31
4648,34,6,1704,Suburban,Sunny,Truck,High,Weekday,89,34.21,1163.1,183.58
4649,46,22,2652,Highway,Rainy,Truck,Low,Weekday,82,54.72,2517.11,382.46
4650,34,6,1678,Urban,Sunny,Truck,Medium,Weekend,75,29.42,1000.25,192.51
4651,33,7,1759,Highway,Sunny,Truck,Medium,Weekday,92,62.22,2053.33,290.79
4652,51,24,2632,Urban,Sunny,Truck,High,Weekday,76,24.32,1240.38,244.78
4653,48,21,2593,Suburban,Sunny,Truck,High,Weekend,83,36.28,1741.38,304.9
4654,56,12,2067,Highway,Sunny,Truck,Medium,Weekday,79,59.92,3355.6,481.76
4655,50,14,2157,Suburban,Sunny,Truck,Medium,Weekend,79,43.91,2195.59,404.16
4656,31,6,1683,Highway,Rainy,Truck,Medium,Weekend,66,48.78,1512.18,242.69
4657,40,15,2199,Urban,Sunny,Truck,Medium,Weekday,95,29.83,1193.23,220.03
4658,51,27,2766,Urban,Sunny,Truck,Medium,Weekday,97,28.8,1468.67,251.13
4659,42,19,2349,Highway,Rainy,Truck,Medium,Weekend,76,53.07,2228.91,354.3
4660,44,19,2402,Highway,Sunny,Truck,Medium,Weekday,82,61.98,2726.94,438.32
4661,41,14,2149,Suburban,Rainy,Truck,Medium,Weekday,66,38.71,1587.03,241.56
4662,51,17,2371,Urban,Rainy,Truck,High,Weekend,69,20.3,1035.45,190.81
4663,50,12,2090,Highway,Sunny,Truck,High,Weekday,67,47.78,2389.01,396.68
4664,51,28,2861,Suburban,Sunny,Truck,Medium,Weekday,76,44.84,2286.86,398.98
4665,40,21,2525,Highway,Rainy,Truck,Low,Weekday,92,54.86,2194.58,330.29
4666,36,15,2272,Suburban,Sunny,Truck,Low,Weekday,72,45.48,1637.42,298.45
4667,57,14,2150,Urban,Sunny,Truck,Medium,Weekend,85,30.09,1715.35,305.88
4668,34,10,1928,Highway,Sunny,Truck,Medium,Weekday,82,61.88,2103.78,317.33
4669,46,7,1755,Highway,Rainy,Truck,Low,Weekend,75,53.6,2465.79,358.57
4670,53,21,2565,Urban,Snowy,Truck,High,Weekday,80,17.12,907.61,173.57
4671,49,18,2409,Highway,Sunny,Truck,Medium,Weekday,81,58.47,2864.94,441.14
4672,38,12,2171,Highway,Sunny,Truck,Low,Weekday,82,64.06,2434.36,339.75
4673,43,16,2308,Suburban,Sunny,Truck,Low,Weekday,72,49.3,2119.97,375.03
4674,55,29,3022,Urban,Sunny,Truck,Medium,Weekday,99,31.18,1714.97,349.8
4675,41,10,1928,Urban,Sunny,Truck,Low,Weekday,72,32.52,1333.18,225.17
4676,35,19,2408,Urban,Sunny,Truck,Medium,Weekday,95,31.35,1097.27,225.4
4677,46,20,2512,Urban,Rainy,Truck,Medium,Weekend,64,24.94,1147.18,197.13
4678,48,21,2537,Urban,Sunny,Truck,High,Weekday,70,22.83,1095.83,190.51
4679,48,17,2345,Urban,Snowy,Truck,Medium,Weekday,65,22.17,1064.27,197.58
4680,55,12,1973,Suburban,Sunny,Truck,Medium,Weekend,75,45.35,2494.06,399.28
4681,45,12,2081,Urban,Sunny,Truck,High,Weekend,76,23.56,1060.18,213.17
4682,41,10,1919,Urban,Rainy,Truck,Medium,Weekend,70,24.34,997.85,175.53
4683,41,11,2070,Highway,Sunny,Truck,Medium,Weekday,74,60.04,2461.77,352.96
4684,49,21,2506,Highway,Sunny,Truck,Low,Weekday,76,61.11,2994.3,498.4
4685,35,13,2166,Highway,Sunny,Truck,Medium,Weekday,80,61.37,2147.79,325.6
4686,52,28,2863,Urban,Snowy,Truck,Medium,Weekday,84,21.58,1121.94,190.68
4687,55,11,2048,Urban,Sunny,Truck,Medium,Weekday,76,31.37,1725.59,293.11
4688,33,15,2187,Highway,Sunny,Truck,Low,Weekday,77,65.37,2157.31,297.99
4689,35,17,2394,Suburban,Rainy,Truck,Medium,Weekday,66,39.68,1388.8,224.43
4690,40,16,2183,Urban,Sunny,Truck,High,Weekend,69,24.7,987.83,197.08
4691,30,12,1994,Suburban,Sunny,Truck,High,Weekday,91,36.48,1094.43,185.64
4692,59,29,2912,Urban,Sunny,Truck,Medium,Weekday,90,28.66,1690.96,299.54
4693,53,24,2619,Suburban,Sunny,Truck,Medium,Weekend,95,45.73,2423.74,422.21
4694,52,13,2081,Suburban,Sunny,Truck,Low,Weekend,98,48.42,2517.67,395.1
4695,44,17,2288,Suburban,Sunny,Truck,Low,Weekday,89,45.51,2002.25,311.22
4696,56,11,2079,Urban,Sunny,Truck,Medium,Weekday,98,30.35,1699.45,298.95
4697,40,8,1914,Urban,Rainy,Truck,Medium,Weekday,71,25.45,1017.84,194.64
4698,54,15,2343,Urban,Sunny,Truck,Medium,Weekday,92,29.92,1615.54,285.39
4699,48,11,2131,Urban,Sunny,Truck,Low,Weekday,84,30.55,1466.56,296.99
4700,47,11,2030,Highway,Snowy,Truck,High,Weekend,83,36.86,1732.51,271.45
4701,46,12,2044,Urban,Sunny,Truck,Medium,Weekday,79,31.28,1438.67,252.98
4702,48,8,1788,Highway,Sunny,Truck,Medium,Weekend,71,61.73,2962.89,423.93
4703,50,28,2879,Highway,Rainy,Truck,Medium,Weekday,74,50.33,2516.6,395.64
4704,43,8,1958,Highway,Rainy,Truck,Medium,Weekday,77,53.47,2299.18,318.99
4705,56,21,2633,Urban,Sunny,Truck,High,Weekend,86,23.67,1325.74,257.17
4706,47,12,2008,Highway,Rainy,Truck,Medium,Weekday,65,49.65,2333.34,342.57
4707,57,32,3154,Urban,Rainy,Truck,Medium,Weekday,86,26.69,1521.54,261.91
4708,48,26,2883,Suburban,Rainy,Truck,Medium,Weekday,77,39.36,1889.21,311.66
4709,44,20,2504,Urban,Rainy,Truck,Low,Weekday,58,27.47,1208.88,227.85
4710,44,20,2524,Suburban,Rainy,Truck,Medium,Weekday,68,36.63,1611.88,285.1
4711,33,4,1599,Highway,Snowy,Truck,High,Weekday,69,34.89,1151.41,185.73
4712,36,21,2494,Suburban,Rainy,Truck,Medium,Weekday,66,36.41,1310.7,234.44
4713,42,23,2720,Highway,Sunny,Truck,Medium,Weekday,86,61.66,2589.72,396.9
4714,32,13,2121,Suburban,Snowy,Truck,Medium,Weekend,63,33.0,1056.05,174.34
4715,45,20,2549,Highway,Sunny,Truck,Medium,Weekday,93,57.79,2600.7,369.02
4716,38,9,1888,Suburban,Rainy,Truck,High,Weekend,90,29.63,1125.81,198.88
4717,37,20,2560,Highway,Rainy,Truck,Medium,Weekday,71,51.72,1913.63,275.86
4718,49,12,1958,Urban,Sunny,Truck,High,Weekday,65,23.84,1168.13,208.24
4719,42,13,2060,Highway,Sunny,Truck,Medium,Weekend,85,62.65,2631.23,388.23
4720,46,11,1975,Urban,Snowy,Truck,Low,Weekday,70,23.31,1072.18,205.14
4721,46,26,2782,Urban,Sunny,Truck,Medium,Weekday,95,31.0,1426.07,274.06
4722,46,11,2122,Suburban,Sunny,Truck,Medium,Weekday,86,45.21,2079.62,329.54
4723,30,8,1972,Urban,Sunny,Truck,Low,Weekday,79,32.15,964.41,187.03
4724,37,12,1957,Urban,Sunny,Truck,Medium,Weekend,93,29.01,1073.22,205.75
4725,48,19,2402,Highway,Rainy,Truck,Medium,Weekend,84,52.27,2508.95,347.79
4726,35,12,1994,Urban,Sunny,Truck,Medium,Weekend,82,28.76,1006.49,169.49
4727,32,9,1855,Highway,Snowy,Truck,Medium,Weekday,86,45.86,1467.52,246.96
4728,56,11,1977,Suburban,Snowy,Truck,Medium,Weekday,79,33.63,1883.48,302.61
4729,34,13,2199,Highway,Rainy,Truck,High,Weekend,72,39.69,1349.54,203.03
4730,42,19,2350,Urban,Rainy,Truck,High,Weekday,86,20.36,855.12,159.63
4731,44,18,2350,Urban,Sunny,Truck,High,Weekday,70,24.85,1093.56,212.02
4732,43,12,1990,Urban,Sunny,Truck,Medium,Weekend,84,28.96,1245.46,230.31
4733,58,32,3128,Urban,Sunny,Truck,Medium,Weekday,79,29.01,1682.51,314.31
4734,52,18,2339,Highway,Rainy,Truck,Medium,Weekday,78,51.17,2661.02,411.3
4735,45,14,2217,Highway,Sunny,Truck,High,Weekday,91,48.6,2187.05,309.7
4736,47,18,2330,Suburban,Rainy,Truck,Medium,Weekday,77,37.94,1783.4,311.52
4737,51,19,2366,Urban,Sunny,Truck,Medium,Weekday,76,29.3,1494.26,271.42
4738,58,23,2687,Suburban,Sunny,Truck,High,Weekday,72,34.44,1997.63,310.33
4739,51,16,2257,Urban,Sunny,Truck,High,Weekday,70,22.92,1168.89,197.54
4740,40,13,2113,Urban,Sunny,Truck,Medium,Weekday,95,28.62,1144.9,207.75
4741,32,7,1715,Highway,Rainy,Truck,Low,Weekend,76,55.7,1782.36,268.98
4742,51,8,1836,Urban,Rainy,Truck,Medium,Weekend,57,24.56,1252.56,217.17
4743,39,12,2127,Urban,Rainy,Truck,High,Weekend,73,19.98,779.3,153.9
4744,39,8,1881,Urban,Rainy,Truck,Low,Weekend,87,28.08,1094.96,197.63
4745,59,12,1956,Suburban,Sunny,Truck,High,Weekday,78,37.54,2214.8,404.38
4746,50,18,2403,Highway,Sunny,Truck,High,Weekday,67,45.81,2290.29,336.25
4747,45,16,2274,Suburban,Sunny,Truck,High,Weekday,64,36.18,1628.3,256.23
4748,41,16,2210,Urban,Sunny,Truck,High,Weekday,62,24.32,997.14,202.34
4749,31,9,1863,Highway,Sunny,Truck,High,Weekend,60,45.86,1421.65,201.37
4750,38,21,2537,Highway,Sunny,Truck,Medium,Weekday,92,61.37,2332.01,382.12
4751,53,24,2710,Urban,Rainy,Truck,Low,Weekend,85,28.08,1488.31,294.72
4752,32,12,2069,Urban,Sunny,Truck,High,Weekday,72,23.83,762.58,132.32
4753,53,24,2769,Highway,Sunny,Truck,Low,Weekday,89,62.68,3322.11,544.2
4754,59,14,2222,Urban,Sunny,Truck,Low,Weekend,92,32.0,1888.11,337.9
4755,54,32,3046,Highway,Sunny,Truck,Low,Weekday,98,64.49,3482.47,550.23
4756,59,18,2415,Urban,Sunny,Truck,Medium,Weekday,93,30.87,1821.29,355.15
4757,44,12,2171,Highway,Sunny,Truck,Medium,Weekday,77,57.47,2528.48,371.93
4758,32,12,2168,Suburban,Snowy,Truck,Low,Weekday,92,36.5,1168.1,211.3
4759,48,8,1827,Highway,Sunny,Truck,Medium,Weekend,97,62.18,2984.85,445.6
4760,47,27,2839,Suburban,Rainy,Truck,Medium,Weekday,79,36.51,1715.99,263.62
4761,37,12,2079,Highway,Rainy,Truck,High,Weekend,72,38.92,1440.03,203.86
4762,55,23,2639,Urban,Sunny,Truck,Medium,Weekday,88,30.15,1658.4,286.96
4763,46,21,2578,Highway,Snowy,Truck,Medium,Weekday,86,44.99,2069.34,326.4
4764,37,14,2238,Highway,Sunny,Truck,Medium,Weekday,83,62.88,2326.58,338.87
4765,36,5,1695,Suburban,Sunny,Truck,High,Weekend,70,35.26,1269.35,200.34
4766,59,20,2439,Urban,Sunny,Truck,Medium,Weekend,98,30.27,1785.97,306.16
4767,36,17,2415,Highway,Rainy,Truck,Low,Weekday,77,53.59,1929.09,306.76
4768,32,8,1917,Highway,Sunny,Truck,Medium,Weekend,98,60.21,1926.86,277.47
4769,30,15,2344,Highway,Sunny,Truck,Medium,Weekday,96,60.96,1828.74,292.76
4770,33,9,1955,Suburban,Sunny,Truck,Medium,Weekday,84,45.17,1490.58,274.34
4771,54,12,2043,Suburban,Rainy,Truck,High,Weekend,64,29.09,1570.93,262.78
4772,34,6,1666,Urban,Sunny,Truck,Medium,Weekend,86,31.03,1055.06,185.52
4773,30,10,2059,Urban,Sunny,Truck,Medium,Weekday,97,29.1,873.1,171.48
4774,44,23,2649,Suburban,Sunny,Truck,Medium,Weekday,92,43.79,1926.77,353.0
4775,34,14,2224,Urban,Sunny,Truck,Medium,Weekend,83,30.44,1035.09,196.65
4776,42,14,2278,Suburban,Rainy,Truck,Medium,Weekday,77,38.16,1602.93,284.03
4777,37,12,2012,Urban,Sunny,Truck,Low,Weekend,95,31.73,1174.18,222.69
4778,37,14,2176,Highway,Rainy,Truck,High,Weekday,69,40.79,1509.22,210.92
4779,34,10,1958,Suburban,Rainy,Truck,Medium,Weekday,64,37.94,1289.82,204.97
4780,57,12,1982,Urban,Sunny,Truck,High,Weekday,70,23.96,1365.72,259.5
4781,38,22,2645,Urban,Sunny,Truck,Low,Weekday,76,30.37,1154.04,221.46
4782,30,13,2050,Highway,Snowy,Truck,Medium,Weekday,79,47.11,1413.36,197.51
4783,33,19,2498,Urban,Sunny,Truck,Low,Weekday,99,31.74,1047.27,179.94
4784,32,10,1927,Urban,Sunny,Truck,Low,Weekday,74,30.83,986.51,178.96
4785,31,11,1989,Urban,Rainy,Truck,High,Weekday,68,20.83,645.86,123.11
4786,37,10,1915,Urban,Sunny,Truck,Medium,Weekday,89,31.14,1152.19,201.58
4787,52,15,2325,Urban,Rainy,Truck,Medium,Weekday,61,24.98,1299.01,232.93
4788,38,12,1959,Urban,Rainy,Truck,High,Weekday,80,20.04,761.6,139.24
4789,31,10,2049,Suburban,Sunny,Truck,Medium,Weekday,93,44.72,1386.43,220.55
4790,43,11,2061,Suburban,Sunny,Truck,Medium,Weekday,73,43.73,1880.3,338.1
4791,43,10,1960,Urban,Snowy,Truck,Medium,Weekend,79,23.2,997.47,170.08
4792,33,5,1678,Urban,Sunny,Truck,Low,Weekend,80,31.77,1048.25,177.35
4793,59,28,2969,Urban,Sunny,Truck,Medium,Weekday,75,28.67,1691.6,322.65
4794,35,10,1932,Suburban,Rainy,Truck,High,Weekday,71,32.12,1124.2,172.0
4795,40,9,1919,Urban,Sunny,Truck,Medium,Weekday,80,30.22,1209.0,211.38
4796,32,6,1701,Suburban,Snowy,Truck,Low,Weekend,80,36.82,1178.22,180.45
4797,37,6,1621,Highway,Sunny,Truck,Medium,Weekend,95,60.01,2220.36,310.49
4798,32,14,2180,Highway,Sunny,Truck,Medium,Weekday,91,60.49,1935.83,311.97
4799,43,8,1748,Highway,Sunny,Truck,High,Weekday,67,47.78,2054.6,327.0
4800,57,28,2954,Urban,Rainy,Truck,Medium,Weekday,86,25.3,1442.27,280.52
4801,42,6,1780,Urban,Snowy,Truck,High,Weekday,78,17.49,734.7,148.07
4802,42,12,2023,Highway,Sunny,Truck,Low,Weekday,74,65.91,2768.28,428.2
4803,31,17,2397,Urban,Sunny,Truck,Low,Weekday,73,30.5,945.42,180.02
4804,42,20,2559,Highway,Sunny,Truck,Medium,Weekday,70,60.16,2526.65,395.16
4805,58,10,1933,Highway,Sunny,Truck,High,Weekday,72,46.02,2669.05,417.0
4806,48,20,2511,Urban,Sunny,Truck,Medium,Weekend,81,31.48,1511.05,306.68
4807,56,17,2349,Suburban,Rainy,Truck,High,Weekday,79,30.77,1723.14,306.44
4808,35,18,2470,Urban,Snowy,Truck,Low,Weekday,80,24.37,852.89,164.66
4809,45,19,2497,Suburban,Rainy,Truck,Medium,Weekday,83,38.49,1732.08,267.84
4810,31,14,2222,Urban,Sunny,Truck,Medium,Weekday,71,30.91,958.36,163.53
4811,37,17,2349,Highway,Rainy,Truck,Medium,Weekend,73,51.18,1893.49,299.77
4812,46,13,2179,Highway,Rainy,Truck,Medium,Weekday,69,50.72,2333.09,340.28
4813,52,23,2617,Suburban,Sunny,Truck,Medium,Weekday,73,44.8,2329.68,362.84
4814,31,11,2040,Urban,Snowy,Truck,Medium,Weekday,61,21.38,662.79,122.59
4815,39,8,1859,Urban,Sunny,Truck,Medium,Weekday,82,29.61,1154.87,203.47
4816,57,11,2081,Suburban,Sunny,Truck,Low,Weekday,96,49.39,2814.97,428.39
4817,45,11,2073,Highway,Sunny,Truck,Medium,Weekday,72,61.05,2747.41,446.43
4818,35,12,2065,Urban,Sunny,Truck,Medium,Weekend,90,31.26,1094.03,221.64
4819,57,19,2469,Urban,Sunny,Truck,Medium,Weekend,94,29.1,1658.74,298.81
4820,31,13,2178,Suburban,Snowy,Truck,Medium,Weekday,81,33.72,1045.33,173.93
4821,31,6,1732,Urban,Rainy,Truck,Medium,Weekday,69,24.31,753.7,145.49
4822,55,21,2479,Suburban,Rainy,Truck,Medium,Weekday,86,38.93,2141.0,329.39
4823,42,18,2298,Urban,Sunny,Truck,Medium,Weekend,82,30.85,1295.79,224.44
4824,53,19,2467,Suburban,Sunny,Truck,Medium,Weekday,84,46.12,2444.1,427.49
4825,44,15,2240,Urban,Sunny,Truck,High,Weekday,78,23.01,1012.36,177.73
4826,57,23,2708,Highway,Sunny,Truck,High,Weekday,75,46.79,2666.92,379.17
4827,31,12,1968,Urban,Rainy,Truck,High,Weekend,78,20.72,642.25,123.24
4828,36,11,1904,Suburban,Sunny,Truck,Low,Weekend,95,48.47,1745.05,316.19
4829,32,17,2435,Urban,Sunny,Truck,Medium,Weekday,85,29.32,938.32,162.38
4830,37,10,1942,Highway,Rainy,Truck,High,Weekday,84,40.42,1495.45,246.46
4831,52,22,2555,Highway,Sunny,Truck,Medium,Weekend,85,59.11,3073.6,467.7
4832,43,12,2151,Highway,Sunny,Truck,Low,Weekday,97,59.88,2574.79,415.52
4833,53,16,2339,Suburban,Snowy,Truck,Medium,Weekday,64,34.01,1802.44,276.75
4834,59,13,2160,Highway,Snowy,Truck,Medium,Weekday,69,45.76,2699.9,443.96
4835,52,20,2544,Urban,Sunny,Truck,High,Weekday,62,23.46,1220.1,244.69
4836,56,16,2244,Urban,Sunny,Truck,High,Weekday,86,24.45,1369.24,243.73
4837,51,14,2246,Suburban,Sunny,Truck,Low,Weekday,91,46.03,2347.76,415.78
4838,58,12,2005,Suburban,Sunny,Truck,Low,Weekend,96,48.27,2799.57,503.62
4839,36,20,2579,Suburban,Sunny,Truck,Medium,Weekday,99,44.81,1613.06,287.95
4840,50,26,2844,Urban,Sunny,Truck,Low,Weekday,78,32.67,1633.58,296.82
4841,36,15,2222,Suburban,Rainy,Truck,Low,Weekday,78,40.34,1452.32,256.27
4842,30,10,1863,Highway,Sunny,Truck,High,Weekday,65,46.49,1394.59,216.62
4843,46,13,2078,Urban,Snowy,Truck,High,Weekday,79,18.58,854.66,147.92
4844,38,13,2147,Suburban,Sunny,Truck,Medium,Weekday,79,46.25,1757.48,313.23
4845,59,26,2811,Urban,Rainy,Truck,High,Weekend,61,19.55,1153.56,200.54
4846,50,12,2118,Suburban,Rainy,Truck,Medium,Weekday,59,36.52,1826.06,288.46
4847,42,12,2067,Urban,Snowy,Truck,High,Weekday,66,17.35,728.5,126.53
